PROVIDER_NUMBER,FYB,FYE,STATUS,CTRL_TYPE,hosp_Name,Street_Addr,Po_Box,City,State,Zip_Code,County
451379,01-AUG-15,31-JUL-16,As Submitted,8,CORYELL MEMORIAL HOSPITAL,1507 WEST MAIN STREET,,GATESVILLE,TX,76528-,CORYELL
451380,01-JUN-15,31-MAY-16,As Submitted,2,ETMC QUITMAN,117 N WINDDSBORO,1000,QUITMAN,TX,75783,WOOD
451381,01-JUL-15,30-JUN-16,As Submitted,1,CHRISTUS MFH WINNSBORO,719 WEST COKE ROAD,,WINNSBORO,TX,75494-,WOOD
451382,01-JAN-15,31-DEC-15,As Submitted,11,COMANCHE COUNTY MEDICAL CENTER,10201 HIGHWAY 16 NORTH,,COMANCHE,TX,76442-,COMANCHE
451384,21-APR-15,31-DEC-15,As Submitted,9,D.M. COGDELL MEMORIAL HOSPITAL,1700 COGDELL BLVD,,SNYDER,TX,79549-,SCURRY
451385,09-SEP-15,30-JUN-16,As Submitted,2,GOODALL-WITCHER HOSPITAL AUTHORITY,101 POSEY AVE,549,CLIFTON,TX,76634,BOSQUE
451990,01-JAN-15,31-DEC-15,As Submitted,1,THE LEAVES,1230 W. SPRING VALLEY RD,,RICHARDSON,TX,75080-7709,DALLAS
452015,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL DALLAS,9525 GREENVILLE AVENUE,,DALLAS,TX,75243,DALLAS
452016,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL SAN ANTONIO,3636 MEDICAL DRIVE,,SAN ANTONIO,TX,78229,BEXAR
452017,01-JUL-14,01-OCT-14,Settled,1,BAYLOR SPECIALTY HOSPITAL,3504 SWISS AVENUE,,DALLAS,TX,75204,DALLAS
452018,01-APR-15,31-MAR-16,As Submitted,2,TEXAS HEALTH SPECIALTY HOSPITAL FORT,1301 PENNSYLVANIA AVENUE,,FT. WORTH,TX,76104,TARRANT
452019,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL MANSFIELD,1802 HIGHWAY 157 NORTH,,MANSFIELD,TX,76063,TARRANT
452022,01-JAN-16,31-DEC-16,As Submitted,4,SSH - DALLAS  INC.,2329 PARKER RD,,CARROLLTON,TX,75010,DALLAS
452023,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL HOUSTON,6441 MAIN STREET,,HOUSTON,TX,77030,HARRIS
452027,01-NOV-12,09-SEP-13,Settled,4,KINDRED HOSPITAL MIDTOWN,105 DREW STREET,,HOUSTON,TX,77006,HARRIS
452028,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL TARRANT COUNTY,1000 NORTH COOPER STREET,,ARLINGTON,TX,76011,TARRANT
452029,01-SEP-15,31-AUG-16,As Submitted,2,CONTINUECARE HOSPITAL AT HENDRICK MC,1900 PINE STREET,7TH FLOOR,ABILENE,TX,79601-2432,TAYLOR
452031,01-JUL-15,30-JUN-16,As Submitted,1,CHI ST LUKES HEALTH MEM SPECLTY HOSP,1202 FRANK STREET,,LUFKIN,TX,75902-,ANGELINA
452032,01-SEP-15,31-AUG-16,As Submitted,4,CHG CORNERSTONE HOSP OF HOUSTON,709 MEDICAL CTR BLVD,,WEBSTER,TX,77598,HARRIS
452033,01-SEP-15,31-AUG-16,As Submitted,10,TEXAS CENTER FOR INFECTIOUS DESEASE,2303 S.E MILITARY DRIVE,,SAN ANTONIO,TX,78223,BEXAR
452034,01-SEP-15,31-AUG-16,As Submitted,4,CORNERSTONE HOSPITAL OF AUSTIN,4207 BURNET RD,,AUSTIN,TX,78756,TRAVIS
452035,01-APR-15,31-MAR-16,As Submitted,4,MESA HILLS SPECIALTY HOSPITAL,2311 NORTH OREGON STREET,,EL PASO,TX,79902,EL PASO
452036,01-APR-11,31-MAR-12,Settled,4,CORPUS CHRISTI SPECIALTY HOSPITAL,1310 THIRD STREET,,CORPUS CHRISTI,TX,78404-,NUECES
452038,01-JAN-15,31-DEC-15,As Submitted,4,TEXAS NEURO REHAB CENTER,1106 WEST DITTMAR ROAD,,AUSTIN,TX,78745,TRAVIS
452039,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL HOUSTON NW/BAY AREA,11297 FALLBROOK DRIVE,,HOUSTON,TX,77065,HARRIS
452040,01-SEP-15,31-AUG-16,As Submitted,5,ACUITY HOSPITAL OF SOUTH TEXAS,718 LEXINGTON AVE.,,SAN ANTONIO,TX,78212,BEXAR
452041,01-JAN-15,31-DEC-15,As Submitted,5,CARRUS SPECIALTY HOSPITAL,1810 WEST HIGHWAY 82,,SHERMAN,TX,78092-7378,GRAYSON
452042,01-JUL-15,30-JUN-16,As Submitted,1,CHRISTUS DUBUIS HOSPITAL OF BEAUMONT,2830 CALDER AVENUE,5405,BEAUMONT,TX,77706-,JEFFERSON
452043,01-JUN-15,31-DEC-15,As Submitted,4,PROMISE HOSPITAL OF HOUSTON  INC,6160 SOUTH LOOP EAST,,HOUSTON,TX,77087,HARRIS
452044,01-JAN-15,31-DEC-15,As Submitted,4,LIFECARE SPEC HOSP OF NORTH TEXAS,1950 RECORD CROSSING,,DALLAS,TX,75235-5306,DALLAS/TARRANT
452046,01-JAN-15,31-DEC-15,As Submitted,4,PLAZA SPECIALTY HOSPITAL,1300 BINZ STREET,,HOUSTON,TX,77004,HARRIS
452049,01-JUN-16,15-OCT-16,As Submitted,4,KINDRED HOSPITAL MEDICAL CENTER HOLC,2130 W. HOLCOMBE BOULEVARD,,HOUSTON,TX,77030,HARRIS
452050,01-JUN-13,31-MAY-14,Reopened,6,LLANO SPECIALTY HOSPITAL,1409 9TH STREET,,LUBBOCK,TX,79401,LUBBOCK
452051,01-MAY-15,30-APR-16,As Submitted,2,ETMC SPECIALTY,1000 S BECKHAM,,TYLER,TX,75711-,SMITH
452054,01-APR-15,31-DEC-15,As Submitted,4,PLANO SPECIALTY HOSPITAL,1621 COIT ROAD,,PLANO,TX,75075,COLLIN
452055,01-SEP-15,31-AUG-16,As Submitted,4,CORNERSTONE SOUTH HOUSTON,2001 HERMANN DRIVE,,HOUSTON,TX,77004,HARRIS
452056,01-SEP-15,31-AUG-16,As Submitted,5,POST ACUTE MEDICAL VICTORIA,506 EAST SAN ANTONIO ST,,VICTORIA,TX,77903,VICTORIA
452057,01-SEP-15,31-AUG-16,As Submitted,6,NEXUS SPECIALTY HOSPITAL,9812 SIX PINES DR.,,THE WOODLANDS,TX,77380,MONTGOMERY
452059,01-SEP-15,31-AUG-16,As Submitted,4,LIFECARE HOSPITAL OF SAN ANTONIO,8902 FLOYD CURL DRIVE,,SAN ANTONIO,TX,78240-1681,BEXAR
452060,01-AUG-15,31-JUL-16,As Submitted,4,VIBRA  HOSPITAL OF AMARILLO,7501 WALLACE BLVD.,,AMARILLO,TX,79124,POTTER
452061,01-SEP-15,31-AUG-16,As Submitted,4,PAM SQUARED AT TEXARKANA,2600 ST. MICHAEL DRIVE,,TEXARKANA,TX,75503,BOWIE
452062,01-JAN-15,31-DEC-15,As Submitted,5,WARM SPRINGS SPECIALITY HOSPITAL,200 MEMORIAL DRIVE,,LULING,TX,78648,CALDWELL
452063,01-SEP-15,31-AUG-16,As Submitted,4,LIFECARE HOSPITALS OF SOUTH TEXAS,2001 SOUTH M STREET,,MCALLEN,TX,78503-,HIDALGO
452066,01-APR-15,31-DEC-15,As Submitted,4,PLUM CREEK SPECIALTY HOSPITAL,5601 PLUM CREEK DRIVE,,AMARILLO,TX,79124,POTTER
452067,01-JUN-15,31-MAY-16,As Submitted,4,PROMISE HOSPITAL OF DALLAS,7850 BROOKHOLLOW ROAD,,DALLAS,TX,75235,DALLAS
452068,01-JUN-15,31-MAY-16,As Submitted,4,PROMISE HOSPITAL OF WICHITA FALLS,1103 GRACE STREET,,WICHITA FALLS,TX,76301,WICHITA
452071,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL WHITE ROCK,9440 POPPY DRIVE,,DALLAS,TX,75218,DALLAS
452073,01-MAY-16,27-JUN-16,As Submitted,4,SSH - SAN ANTONIO  INC,111 DALLAS STREET 4TH FLOOR,,SAN ANTONIO,TX,78205,BEXAR
452074,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL TOMBALL,505 GRAHAM DRIVE,,TOMBALL,TX,77375,HARRIS
452075,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL CLEAR LAKE,350 BLOSSOM STREET,,WEBSTER,TX,77598,HARRIS
452077,01-JUL-10,31-AUG-11,Reopened,5,HEALTHSOUTH HOSPITAL OF HOUSTON,17506 RED OAK DRIVE,,HOUSTON,TX,77090,HARRIS
452078,01-APR-15,31-MAR-16,As Submitted,4,SSH - SOUTH DALLAS,3500 WEST WHEATLAND RD,4TH FLOOR,DALLAS,TX,75237,DALLAS
452079,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL EL PASO,1740 CURIE DRIVE,,EL PASO,TX,79902,EL PASO
452080,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL SUGAR LAND,1550 FIRST COLONY BLVD.,,SUGAR LAND,TX,77479,FORT BEND
452082,01-JUL-15,30-JUN-16,As Submitted,1,CHRISTUS DUBUIS - PARIS,865 DESHONG DRIVE  5TH FLOOR,,PARIS,TX,75462-,LAMAR
452083,01-SEP-15,31-AUG-16,As Submitted,4,MID JEFFERSON EXTENDED CARE HOSPT.,2600 HIGHWAY 365,,NEDERLAND,TX,77627,JEFFERSON
452084,01-AUG-12,31-JUL-13,As Submitted,4,SSH - MIDLAND,4214 ANDREWS HIGHWAY 3RD FL STE 320,,MIDLAND,TX,79703,MIDLAND
452085,01-AUG-12,31-DEC-12,Settled,4,REGENCY HOSPITAL OF ODESSA,500 WEST 4TH STREET,,ODESSA,TX,76761,ECTOR
452086,01-SEP-15,31-AUG-16,As Submitted,4,PAM SQUARED AT CORPUS CHRISTI,600 ELIZABETH STREET  3RD FLOOR,,CORPUS CHRSTI,TX,78404,NUECES
452087,01-JAN-15,31-DEC-15,As Submitted,4,SSH - LONGVIEW  INC.,700 EAST MARSHALL AVENUE,,LONGVIEW,TX,75601,GREGG
452088,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL FORT WORTH,815 EIGHTH AVENUE,,FORT WORTH,TX,76104,TARRANT
452090,01-SEP-15,31-AUG-16,As Submitted,5,WARM SPRINGS SPECIALTY HOSP OF SA,7400 BARLITE BOULEVARD  2ND FLOOR,,SAN ANTONIO,TX,78224,BEXAR
452091,01-JAN-15,31-DEC-15,As Submitted,2,TYLER CONTINUECARE HOSPITAL,800 E. DAWSON 4TH FLOOR,,TYLER,TX,75701,SMITH
452092,01-SEP-15,31-AUG-16,As Submitted,5,POST ACUTE MEDICAL CORPUS,6226 SARATOGA BLVD,,CORPUS CHRISTI,TX,78414,NUECES
452093,01-MAR-15,29-MAY-15,Settled,2,HARBOR HOSPITAL OF SE TEXAS,860 SOUTH 8TH STREET,,BEAUMONT,TX,77701,JEFFERSON
452094,01-JAN-15,31-DEC-15,As Submitted,5,VICTORIA WARM SPRINGS SPECIALTY HOSP,102 MEDICAL DRIVE,,VICTORIA,TX,77904,VICTORIA
452095,01-SEP-15,31-AUG-16,As Submitted,6,SOLARA HOSPITAL MCALLEN,301 W. EXPRESSWAY 83  8TH FLOOR,,MCALLEN,TX,78503-,HIDALGO
452096,01-FEB-15,31-JAN-16,As Submitted,4,LAREDO SPECIALTY HOSPITAL,2005 BUSTAMANTE STREET,,LAREDO,TX,78041,WEBB
452097,01-AUG-15,31-JUL-16,As Submitted,4,VIBRA SPECIALTY HOSP DALLAS,2700 WALKER WAY,,DESOTO,TX,75115-2088,DALLAS
452099,01-APR-16,07-JUL-16,As Submitted,4,REGENCY HOSPITAL OF FORT WORTH,6801 OAKMONT BLVD,,FORT WORTH,TX,76132,TARRANT
452100,01-JUN-15,31-MAY-16,As Submitted,4,MESQUITE SPECIALTY HOSPITAL,1024 N GALLOWAY AVENUE,,MESQUITE,TX,75149,DALLAS
452101,01-AUG-15,31-JUL-16,As Submitted,6,SOLARA HOSPITAL HARLINGEN,508 VICTORIA LANE,,HARLINGEN,TX,78550-,CAMERON
452102,01-JUL-15,30-JUN-16,As Submitted,6,COVENANT SPECIALTY HOSPITAL,3815 20TH STREET,,LUBBOCK,TX,79410,LUBBOCK
452103,01-JAN-15,31-DEC-15,As Submitted,5,EL PASO LTACH HOSPITAL,1221 N. COTTON STREET  3RD FLOOR,,EL PASO,TX,79902-,EL PASO
452105,01-JAN-15,31-DEC-15,As Submitted,2,SCOTT & WHITE LONG TERM ACUTE CARE,546 KEGLEY ROAD,,TEMPLE,TX,76502-,BELL
452106,01-OCT-15,30-SEP-16,As Submitted,5,POST ACUTE MEDICAL OF NEW BRAUNFELS,1445 HANZ DRIVE,,NEW BRANFELS,TX,78130,COMAL
452107,01-SEP-15,31-AUG-16,As Submitted,6,SOLARA HOSPITAL CONROE,1500 GRAND LAKE DRIVE,,CONROE,TX,77304-2891,MONTGOMERY
452108,01-SEP-15,31-AUG-16,As Submitted,4,KINDRED HOSPITAL DALLAS CENTRAL,8050 MEADOW ROAD,,DALLAS,TX,75231,DALLAS
452109,01-JUN-15,31-MAY-16,As Submitted,4,INTEGRITY TRANSITIONAL HOSPITAL,2813 SOUTH MAYHILL RD,,DENTON,TX,76208,DENTON
452110,01-SEP-15,31-AUG-16,As Submitted,4,ETHICUS HOSPITAL - GRAPEVINE,4201 WILLIAM D. TATE AVENUE,,GRAPEVINE,TX,76051-5736,TARRANT
452111,01-DEC-14,30-NOV-15,As Submitted,5,ATRIUM MEDICAL CENTER AT CORINTH,3305 CORINTH PARKWAY,,CORINTH,TX,76208-,DENTON
452112,01-FEB-15,31-JAN-16,As Submitted,4,ICON HOSPITAL,19211 MCKAY BLVD,,HUMBLE,TX,77338,HARRIS
452113,01-JUL-15,15-JAN-16,As Submitted,1,CHRISTUS DUBUIS HOSPITAL OF BRYAN,1600 ST. JOSEPH DRIVE  2ND FLOOR,,BRYAN,TX,77802-1502,BRAZOS
452114,01-JAN-15,31-DEC-15,As Submitted,5,ATRIUM MEDICAL CENTER,11929 WEST AIRPORT BLVD.  STE 110,,STAFFORD,TX,77477,FORT BEND
452116,01-JUN-16,14-JUL-16,As Submitted,6,LUBBOCK ACUTE CARE CENTER,4320-B PRINCETON STREET,,LUBBOCK,TX,79415,LUBBOCK
452117,01-MAY-15,30-APR-16,As Submitted,2,CONTINUECARE HOSPITAL OF MILAND,4214 ANDREWS HIGHWAY,,MIDLAND,TX,79703,MIDLAND
452118,01-AUG-15,31-JUL-16,As Submitted,2,HOUSTON METHODIST ST. CATHERINE LTAC,701 SOUTH FRY ROAD,,KATY,TX,77450,UNITED STATES
452119,01-JUL-15,30-JUN-16,As Submitted,4,SSH - DALLAS DOWNTOWN,3500 GASTON AVE  3RD AND 4TH FLOORS,,DALLAS,TX,75246,DALLAS
452120,01-JUL-15,30-JUN-16,As Submitted,4,SSH - DALLAS GARLAND,2300 MARIE CURIE  3W AND 3E FLOORS,,GARLAND,TX,75042,DALLAS
453025,01-JAN-15,31-DEC-15,Amended,2,MEMORIAL HERMANN TIRR,1333 MOURSUND,,HOUSTON,TX,77030,HARRIS
453029,01-JAN-15,31-DEC-15,Amended,4,HEALTHSOUTH REHABILITATION HOSPITAL,19002 MCKAY DRIVE,,HUMBLE,TX,77338,HARRIS
453031,01-JUN-15,31-MAY-16,As Submitted,4,HEALTHSOUTH REHABILITATION INSTITUTE,9119 CINNAMON HILL,,SAN ANTONIO,TX,78240,BEXAR
453035,01-JUN-15,31-MAY-16,As Submitted,4,SA WARM SPRINGS REHAB HOSP,5101 MEDICAL DRIVE,,SAN ANTONIO,TX,78229-,BEXAR
453036,01-JUL-15,30-JUN-16,As Submitted,4,BAYLOR INSTITUTE FOR REHABILITATION,909 NORTH WASHINGTON AVENUE,,DALLAS,TX,75246-1520,DALLAS
453038,01-JAN-14,31-DEC-14,Settled,2,OUR CHILDRENS HOUSE,3301 SWISS AVENUE,,DALLAS,TX,75204,
453040,01-JAN-15,31-DEC-15,As Submitted,4,HEALTHSOUTH REHABILITATION HOSPITAL,3200 MATLOCK ROAD,,ARLINGTON,TX,76015,TARRANT
453041,01-JUN-15,31-MAY-16,As Submitted,4,HEALTHSOUTH REHABILITION HOSPITAL OF,1212 LANCASTER STREET,,FORT WORTH,TX,76102,TARRANT
453042,01-JAN-15,31-DEC-15,Amended,4,HEALTHSOUTH CITY VIEW REHABILITATION,6701 OAKMONT BLVD,,FORT WORTH,TX,76132,TARRANT
453044,01-JUN-16,09-AUG-16,As Submitted,4,HEALTHSOUTH REHABABILITATION HOSPITA,1215 RED RIVER ROAD,,AUSTIN,TX,78701,TRAVIS
453047,01-JAN-15,31-DEC-15,Amended,4,HEALTHSOUTH PLANO REHABILITATION HOS,2800 WEST 15TH STREET,,PLANO,TX,75075,COLLIN
453048,01-JAN-16,31-MAY-16,As Submitted,4,HEALTHSOUTH REHABILITATION HOSPITAL,3340 PLAZA 10 BLVD,,BEAUMONT,TX,77707,JEFFERSON
453052,01-JAN-15,31-DEC-15,As Submitted,4,KINDRED REHAB HOSPITAL CLEAR LAKE,655 E. MEDICAL CENTER BLVD.,,WEBSTER,TX,77598,HARRIS
453053,01-JAN-15,31-DEC-15,Amended,4,HEALTHSOUTH REHABILITATION HOSPITAL,515 WEST 12TH STREET,,TEXARKANA,TX,75501,BOWIE
453054,01-JAN-15,31-DEC-15,Amended,5,HEALTHSOUTH REHAB HOSPITAL OF WICHIT,3901 ARMORY ROAD,,WICHITA FALLS,TX,76302,WICHITA
453056,01-JAN-15,31-DEC-15,Amended,5,TRINITY MOTHER FRANCES REHABILTATION,3131 TROUP HIGHWAY,,TYLER,TX,75701,SMITH
453057,01-JAN-15,31-DEC-15,As Submitted,4,HEALTHSOUTH REHABILITATION HOSPITAL,1800 HERITAGE BLVD,,MIDLAND,TX,79707,MIDLAND
453059,01-JAN-15,31-DEC-15,As Submitted,4,HEALTHSOUTH REHABILITATION HOSPITAL,18550 IH 45 SOUTH,,CONROE,TX,77384,MONTGOMERY
453065,01-JUL-15,30-JUN-16,As Submitted,1,CHRISTUS ST MICHAEL REHAB HOSPITAL,2400 ST MICHAEL DR,,TEXARKANA,TX,75503-,BOWIE
453072,01-AUG-15,31-JUL-16,As Submitted,2,ETMC REHABILITATION,701 OLYMPIC PLAZA CIRCLE,7000,TYLER,TX,75711-,SMITH
453086,01-AUG-15,31-DEC-15,As Submitted,4,HIGHLANDS REGIONAL REHAB HOSPITAL,1395 GEORGE DIETER,,EL PASO,TX,79936-,EL PASO
453091,28-FEB-15,31-DEC-15,As Submitted,4,WESLACO REGIONAL REHABILITATION HOSP,906 S JAMES STREET,,WESLACO,TX,78596,HIDALGO
453092,01-JAN-15,31-DEC-15,As Submitted,4,SOUTH TEXAS REHABILITATION HOSPITAL,425 EAST ALTON GLOOR BLVD,,BROWNSVILLE,TX,78526,CAMERON
453094,01-JAN-15,31-DEC-15,As Submitted,4,KINDRED REHAB HOSPITAL ARLINGTON,2601 W. RANDOL MILL ROAD #101,,ARLINGTON,TX,76012,TARRANT
453096,01-AUG-15,31-JUL-16,As Submitted,4,VIBRA REHABILITATION HOSPITAL OF AMA,7200 W. 9TH AVE.,,AMARILLO,TX,79106,POTTER
453300,01-OCT-15,30-SEP-16,As Submitted,2,COOK CHILDRENS MEDICAL CENTER,901 SEVENTH AVENUE,,FORT WORTH,TX,76104-2796,TARRANT
453301,01-MAY-15,30-APR-16,As Submitted,2,DRISCOLL CHILDRENS HOSPITAL,3533 SOUTH ALAMEDA ST.,,CORPUS CHRISTI,TX,78411,NUECES
453302,01-JAN-15,31-DEC-15,Amended,2,CHILDRENS MEDICAL CENTER OF DALLAS,1935 MEDICAL DISTRICT DRIVE,,DALLAS,TX,75235,DALLAS
453304,01-OCT-15,30-SEP-16,As Submitted,2,TEXAS CHILDRENS HOSPITAL,6621 FANNIN,,HOUSTON,TX,77030,HARRIS
453306,01-JUL-15,30-JUN-16,Settled,1,COVENANT CHILDRENS HOSPITAL,4015 22ND PLACE,,LUBBOCK,TX,79410,
453308,20-SEP-15,31-DEC-15,Settled,13,OUR CHILDRENS HOUSE,3301 SWISS AVENUE,,DALLAS,TX,75204,
453309,01-JAN-15,31-DEC-15,As Submitted,4,HEALTHBRIDGE CHILDRENS HOSPITAL,2929 WOODLAND PARK,,HOUSTON,TX,77056,HARRIS
453310,01-JUL-15,30-JUN-16,As Submitted,2,DELL CHILDRENS MEDICAL CENTER,4900 MUELLER BLVD,,AUSTIN,TX,78723-,TRAVIS
453311,01-JAN-15,31-DEC-15,Settled,2,SHINERS HOSPITAL GALVESTON,815 MARKET STREET,,GALVESTON,TX,77550,
453312,01-JAN-15,31-DEC-15,Settled,10,SHRINERS HOSPITALS FOR CHILDREN-HOUS,6977 MAIN STREET,,HOUSTON,TX,77030,
453313,01-OCT-15,30-SEP-16,As Submitted,2,EL PASO CHILDRENS HOSPITAL,4845 ALAMEDA AVE,,EL PASO,TX,79905,EL PASO
453314,01-OCT-15,30-SEP-16,As Submitted,2,TX SCOTTISH RITE HOSPTIAL FOR CHILDR,2222 WELBORN,,DALLAS,TX,75219,DALLAS
453315,01-JUL-15,30-JUN-16,As Submitted,1,CHILDRENS HOSPITAL OF SAN ANTONIO,519 WEST HOUSTON STREET,,SAN ANTONIO,TX,78207,BEXAR
453316,01-JUL-15,31-DEC-15,Settled,2,CHILDRENS MEDICAL CENTER PLANO,7601 PRESTON ROAD,,PLANO,TX,75024,
454000,01-SEP-15,31-AUG-16,As Submitted,10,BIG SPRING STATE HOSPITAL,1901 NORTH US HIGHWAY 87,231,BIG SPRINGS,TX,79721-0231,HOWARD
454006,01-SEP-15,31-AUG-16,As Submitted,10,TERRELL STATE HOSPITAL,1200 E. BRIN STREET,70,TERRELL,TX,75160-0070,KAUFMAN
454008,01-SEP-15,31-AUG-16,As Submitted,10,NTSH - WITCHITA FALLS,6515 LAKE ROAD,300,WICHITA FALLS,TX,76307-0300,WICHITA
454009,01-SEP-15,31-AUG-16,As Submitted,10,RUSK STATE HOSPITAL,US HIGHWAY 69 NORTH,318,RUSK,TX,75785-0318,CHEROKEE
454011,01-SEP-15,31-AUG-16,As Submitted,10,SAN ANTONIO STATE HOSPITAL,6711 S. NEW BRAUNFELS SUITE 100,,SAN ANTONIO,TX,78223-3006,BEXAR
454012,01-JAN-15,31-DEC-15,As Submitted,4,MILLWOOD HOSPITAL,1011 NORTH COOPER STREET,,ARLINGTON,TX,76001,TARRANT
454014,01-SEP-15,31-AUG-16,As Submitted,10,KERRVILLE STATE HOSPITAL,721 THOMPSON DRIVE,1465,KERRVILLE,TX,78028-5154,KERR
454018,01-JAN-15,31-DEC-15,As Submitted,4,RED RIVER HOSPITAL,1505 EIGHTH SREET,,WICHITA FALLS,TX,76301,WICHITA
454026,01-JAN-15,31-DEC-15,As Submitted,4,WEST OAKS HOSPITAL,6500 HORNWOOD,,HOUSTON,TX,77074,HARRIS
454029,01-JUL-15,30-JUN-16,As Submitted,1,SETON SHOAL CREEK,3501 MILLS AVENUE,,AUSTIN,TX,78731-0000,TRAVIS
454050,01-JAN-15,31-DEC-15,As Submitted,4,GLEN OAKS HOSPITAL,301 EAST DIVISION STREET,,GREENVILLE,TX,75401,HUNT
454060,01-JAN-15,31-DEC-15,Settled,4,LAUREL RIDGE HOSPITAL,17720 CORPORATE WOODS DR,,SAN ANTONIO,TX,78259,BEXAR
454064,01-JAN-15,31-DEC-15,As Submitted,4,RIVER CREST HOSPITAL,1636 HUNTERS GLEN RD,,SAN ANGELO,TX,76907,TOM
454065,01-AUG-15,31-JUL-16,As Submitted,4,HICKORY TRAIL HOSPITAL,2000 N. OLD HICKORY TRAIL,,DESOTO,TX,75115,DALLAS
454069,01-JAN-15,31-DEC-15,As Submitted,4,AUSTIN LAKES HOSPITAL,1025 EAST 32ND STREET,,AUSTIN,TX,78705,TRAVIS
454076,01-SEP-15,31-AUG-16,As Submitted,9,HARRIS CO PSYCHIATRIC CENTER,2800 S MCGREGOR WAY,,HOUSTON,TX,77225-0249,HARRIS
454081,01-JAN-15,14-AUG-15,As Submitted,4,TIMBERLAWN HOSPITAL,4600 SAMUEL BLVD,,DALLAS,TX,75315,DALLAS
454083,01-JAN-15,31-DEC-15,As Submitted,2,INTRACARE NORTH HOSPITAL,1120 CYPRESS STATTION,,HOUSTON,TX,77090,HARRIS
454084,01-SEP-15,31-AUG-16,As Submitted,13,AUSTIN STATE HOSPITAL,4110 GUADALUPE,,AUSTIN,TX,78751-4296,TRAVIS
454085,01-JUL-10,30-JUN-11,Settled,2,THE DEVEREUX HOSPITAL,1150 DEVEREUX DRIVE,,LEAGUE CITY,TX,77573,GALVESTON
454088,01-SEP-15,31-AUG-16,As Submitted,10,RIO GRANDE STATE CENTER,1401 SOUTH RANGERVILLE ROAD,2668,HARLINGEN,TX,78552-7638,CAMERON
454089,01-JAN-11,23-DEC-11,Settled,2,INTRACARE MEDICAL CENTER HOSPITAL,PO BOX 300347,300347,HOUSTON,TX,77230,HARRIS
454093,01-SEP-15,31-AUG-16,As Submitted,10,SUNRISE CANYON HOSPITAL,1950 ASPEN AVENUE,,LUBBOCK,TX,79408-,LUBBOCK
454094,01-SEP-15,31-AUG-16,As Submitted,6,GREEN OAKS HOSPITAL,7808 CLODUS FIELDS DRIVE,,DALLAS,TX,75251,DALLAS
454098,01-JAN-15,31-DEC-15,As Submitted,4,ACADIA ABILENE PSYCH CENTER,1111 INDUSTRIAL BLVD,,ABILENE,TX,79608-5559,TAYLOR
454100,01-SEP-15,31-AUG-16,As Submitted,10,EL PASO PSYCHIATRIC CENTER,4615 ALAMEDA AVENUE,,EL PASO,TX,79950,EL PASO
454101,01-JAN-15,31-DEC-15,As Submitted,4,ALLEGIANCE BEHAVIORAL CTR OF PLAINVI,2601 DIMMITT ROAD  SUITE 400,,PLAINVIEW,TX,79072,HALE
454103,01-JAN-15,31-DEC-15,As Submitted,4,KINGWOOD PINES HOSPITAL,2001 LADBROOK,,KINGWOOD,TX,77339,HARRIS
454104,01-JAN-15,31-DEC-15,As Submitted,4,UBH DENTON HOSPITAL,2026 W UNIVERSITY DRIVE,,DENTON,TX,76201,DENTON
454105,01-JAN-16,21-JUL-16,As Submitted,4,BEHAVIORAL HOSPITAL OF LONGVIEW,22 BERMUDA LANE,,LONGVIEW,TX,75605,GREGG
454107,01-JAN-15,31-DEC-15,As Submitted,4,UBH BELLAIRE HOSPITAL,5314 DASHWOOD,,HOUSTON,TX,77081,HARRIS
454108,01-JAN-15,31-DEC-15,As Submitted,4,CYPRESS CREEK HOSPITAL,17750 CALI DRIVE,,HOUSTON,TX,77090,HARRIS
454109,01-JAN-15,31-DEC-15,As Submitted,4,UBH EL PASO HOSPITAL,1900 DENVER AVENUE,,EL PASO,TX,79902,EL PASO
454110,01-JAN-15,31-DEC-15,As Submitted,4,OCEANS BEHAV HOSP OF PERMIAN BASIN,330 S FM 1788,,MIDLAND,TX,79706-2601,MIDLAND
454111,01-JAN-15,31-DEC-15,As Submitted,4,TEXAS STAR RECOVERY,1106 WEST DITTMAR ROAD,,AUSTIN,TX,78745,TRAVIS
454112,01-JAN-13,31-DEC-13,Settled,4,ASPIRE HOSPITAL  LLC,2006 SOUTH LOOP 336 WEST  SUITE 500,,CONROE,TX,77304-,MONTGOMERY
454113,01-JAN-15,31-DEC-15,As Submitted,4,SUNDANCE HOSPITAL,7000 US HWY 287,,ARLINGTON,TX,76001,TARRANT
454114,01-JAN-15,31-DEC-15,As Submitted,4,CEDAR CREST HOSPITAL,3500 SOUTH I-35,,BELTON,TX,76513-9426,BELL
